,scientific_name,park_name,observations
8990,Troglodytes troglodytes,Bryce National Park,117
19374,Troglodytes troglodytes,Great Smoky Mountains National Park,114
6197,Tropidocarpum gracile,Bryce National Park,88
8141,Tropidocarpum gracile,Great Smoky Mountains National Park,53
12239,Tropidocarpum gracile,Yellowstone National Park,274
20300,Tropidocarpum gracile,Yosemite National Park,123
3290,Tsuga canadensis,Yosemite National Park,129
12023,Tsuga canadensis,Bryce National Park,86
13048,Tsuga canadensis,Great Smoky Mountains National Park,69
17205,Tsuga canadensis,Yellowstone National Park,261
7679,Tsuga mertensiana,Yellowstone National Park,256
11635,Tsuga mertensiana,Bryce National Park,126
13029,Tsuga mertensiana,Great Smoky Mountains National Park,75
14742,Tsuga mertensiana,Yosemite National Park,156
430,Turdus migratorius,Great Smoky Mountains National Park,69
8552,Turdus migratorius,Yellowstone National Park,250
16530,Turdus migratorius,Yosemite National Park,123
21485,Turdus migratorius,Bryce National Park,118
5536,Tussilago farfara,Yosemite National Park,116
16216,Tussilago farfara,Great Smoky Mountains National Park,46
16352,Tussilago farfara,Bryce National Park,95
16514,Tussilago farfara,Yellowstone National Park,207
3292,Tympanuchus phasianellus,Great Smoky Mountains National Park,97
14791,Tympanuchus phasianellus,Yosemite National Park,142
17307,Tympanuchus phasianellus,Yellowstone National Park,242
21626,Tympanuchus phasianellus,Bryce National Park,53
252,Typha angustifolia,Bryce National Park,77
7773,Typha angustifolia,Yosemite National Park,166
8166,Typha angustifolia,Yellowstone National Park,241
15015,Typha angustifolia,Great Smoky Mountains National Park,96
2597,Typha latifolia,Bryce National Park,108
11273,Typha latifolia,Yellowstone National Park,226
12221,Typha latifolia,Yellowstone National Park,218
12651,Typha latifolia,Yosemite National Park,150
13764,Typha latifolia,Yosemite National Park,162
15329,Typha latifolia,Bryce National Park,104
19279,Typha latifolia,Great Smoky Mountains National Park,54
20481,Typha latifolia,Great Smoky Mountains National Park,69
3502,Tyrannus forficata,Yellowstone National Park,263
7232,Tyrannus forficata,Yosemite National Park,137
13061,Tyrannus forficata,Bryce National Park,137
22815,Tyrannus forficata,Great Smoky Mountains National Park,89
5354,Tyrannus forficatus,Great Smoky Mountains National Park,114
9474,Tyrannus forficatus,Yosemite National Park,145
18103,Tyrannus forficatus,Bryce National Park,85
20098,Tyrannus forficatus,Yellowstone National Park,209
2408,Tyrannus tyrannus,Bryce National Park,118
11455,Tyrannus tyrannus,Yosemite National Park,150
12340,Tyrannus tyrannus,Great Smoky Mountains National Park,91
14975,Tyrannus tyrannus,Yellowstone National Park,250
6721,Tyrannus verticalis,Bryce National Park,78
8593,Tyrannus verticalis,Yellowstone National Park,294
12753,Tyrannus verticalis,Great Smoky Mountains National Park,48
15446,Tyrannus verticalis,Yosemite National Park,160
625,Tyto alba,Yellowstone National Park,235
8737,Tyto alba,Great Smoky Mountains National Park,92
8904,Tyto alba,Yosemite National Park,133
13060,Tyto alba,Yosemite National Park,143
14565,Tyto alba,Yellowstone National Park,247
20150,Tyto alba,Bryce National Park,84
20938,Tyto alba,Bryce National Park,96
21370,Tyto alba,Great Smoky Mountains National Park,67
521,Tytonidae,Bryce National Park,111
4826,Tytonidae,Great Smoky Mountains National Park,107
9985,Tytonidae,Yosemite National Park,156
16820,Tytonidae,Yellowstone National Park,238
330,Ulmus alata,Yosemite National Park,144
6887,Ulmus alata,Bryce National Park,121
10871,Ulmus alata,Yellowstone National Park,259
16211,Ulmus alata,Great Smoky Mountains National Park,103
1124,Ulmus americana,Great Smoky Mountains National Park,54
7131,Ulmus americana,Yellowstone National Park,241
8325,Ulmus americana,Bryce National Park,114
17534,Ulmus americana,Yosemite National Park,146
3905,Ulmus pumila,Great Smoky Mountains National Park,82
5962,Ulmus pumila,Bryce National Park,113
6317,Ulmus pumila,Yosemite National Park,132
9004,Ulmus pumila,Yellowstone National Park,273
6796,Ulmus rubra,Bryce National Park,113
9024,Ulmus rubra,Yosemite National Park,147
15151,Ulmus rubra,Yellowstone National Park,217
21099,Ulmus rubra,Great Smoky Mountains National Park,95
1826,Ulota coarctata,Yosemite National Park,150
5397,Ulota coarctata,Yellowstone National Park,270
7681,Ulota coarctata,Bryce National Park,87
10235,Ulota coarctata,Great Smoky Mountains National Park,65
621,Ulota crispa,Great Smoky Mountains National Park,108
4175,Ulota crispa,Yellowstone National Park,293
17090,Ulota crispa,Yosemite National Park,149
17722,Ulota crispa,Bryce National Park,129
5365,Ulota hutchinsiae,Great Smoky Mountains National Park,67
11617,Ulota hutchinsiae,Yellowstone National Park,287
11625,Ulota hutchinsiae,Yosemite National Park,145
17833,Ulota hutchinsiae,Bryce National Park,96
5199,Ulota hutchinsiae var. rufescens,Yellowstone National Park,263
8267,Ulota hutchinsiae var. rufescens,Yosemite National Park,166
12608,Ulota hutchinsiae var. rufescens,Great Smoky Mountains National Park,45
17559,Ulota hutchinsiae var. rufescens,Bryce National Park,106
6121,Umbellularia californica,Yosemite National Park,166
10712,Umbellularia californica,Great Smoky Mountains National Park,69
15661,Umbellularia californica,Yellowstone National Park,276
16482,Umbellularia californica,Bryce National Park,59
8907,Uniola laxa,Great Smoky Mountains National Park,53
9385,Uniola laxa,Yellowstone National Park,274
12905,Uniola laxa,Bryce National Park,99
20911,Uniola laxa,Yosemite National Park,157
431,Urocitellus beldingi,Yosemite National Park,157
1900,Urocitellus beldingi,Bryce National Park,131
19215,Urocitellus beldingi,Yellowstone National Park,244
20465,Urocitellus beldingi,Great Smoky Mountains National Park,112
5101,Urocyon cinereoargenteus,Great Smoky Mountains National Park,91
5848,Urocyon cinereoargenteus,Yosemite National Park,187
12172,Urocyon cinereoargenteus,Bryce National Park,124
12251,Urocyon cinereoargenteus,Yellowstone National Park,239
14211,Urocyon cinereoargenteus,Great Smoky Mountains National Park,71
16534,Urocyon cinereoargenteus,Yellowstone National Park,215
17484,Urocyon cinereoargenteus,Bryce National Park,123
20105,Urocyon cinereoargenteus,Yosemite National Park,149
6298,Uropappus lindleyi,Yosemite National Park,132
6791,Uropappus lindleyi,Bryce National Park,115
8568,Uropappus lindleyi,Yellowstone National Park,246
14930,Uropappus lindleyi,Great Smoky Mountains National Park,52
8832,Ursus americanus,Yosemite National Park,162
10683,Ursus americanus,Great Smoky Mountains National Park,94
12898,Ursus americanus,Bryce National Park,86
19769,Ursus americanus,Bryce National Park,128
20402,Ursus americanus,Yellowstone National Park,245
20826,Ursus americanus,Great Smoky Mountains National Park,28
21205,Ursus americanus,Yellowstone National Park,228
21794,Ursus americanus,Yosemite National Park,161
3412,Ursus arctos,Yosemite National Park,130
4299,Ursus arctos,Bryce National Park,73
8946,Ursus arctos,Yellowstone National Park,232
20725,Ursus arctos,Great Smoky Mountains National Park,104
8750,Ursus arctos horribilis,Bryce National Park,38
14337,Ursus arctos horribilis,Great Smoky Mountains National Park,50
18906,Ursus arctos horribilis,Yosemite National Park,73
19660,Ursus arctos horribilis,Yellowstone National Park,115
718,Urtica dioica,Yellowstone National Park,225
960,Urtica dioica,Bryce National Park,89
5201,Urtica dioica,Yosemite National Park,205
12519,Urtica dioica,Great Smoky Mountains National Park,88
2724,Urtica dioica ssp. holosericea,Yellowstone National Park,236
3445,Urtica dioica ssp. holosericea,Yosemite National Park,177
15582,Urtica dioica ssp. holosericea,Bryce National Park,96
17938,Urtica dioica ssp. holosericea,Great Smoky Mountains National Park,61
14472,Urtica dioica var. procera,Yellowstone National Park,220
17232,Urtica dioica var. procera,Great Smoky Mountains National Park,67
19654,Urtica dioica var. procera,Yosemite National Park,168
23069,Urtica dioica var. procera,Bryce National Park,85
2541,Urtica urens,Yosemite National Park,156
10631,Urtica urens,Great Smoky Mountains National Park,54
16950,Urtica urens,Yellowstone National Park,227
20861,Urtica urens,Bryce National Park,73
2120,Utricularia gibba,Yellowstone National Park,242
2655,Utricularia gibba,Great Smoky Mountains National Park,80
4429,Utricularia gibba,Yosemite National Park,135
6140,Utricularia gibba,Bryce National Park,72
1681,Utricularia intermedia,Yellowstone National Park,268
6295,Utricularia intermedia,Bryce National Park,86
10418,Utricularia intermedia,Great Smoky Mountains National Park,64
10981,Utricularia intermedia,Great Smoky Mountains National Park,101
11205,Utricularia intermedia,Yosemite National Park,149
13259,Utricularia intermedia,Yellowstone National Park,259
14935,Utricularia intermedia,Yosemite National Park,156
20073,Utricularia intermedia,Bryce National Park,113
8252,Utricularia macrorhiza,Bryce National Park,93
11816,Utricularia macrorhiza,Yosemite National Park,137
19890,Utricularia macrorhiza,Great Smoky Mountains National Park,85
21565,Utricularia macrorhiza,Yellowstone National Park,238
1225,Utricularia minor,Yellowstone National Park,242
14784,Utricularia minor,Yosemite National Park,146
18325,Utricularia minor,Great Smoky Mountains National Park,98
20014,Utricularia minor,Bryce National Park,140
5352,Utricularia ochroleuca,Bryce National Park,124
11763,Utricularia ochroleuca,Yellowstone National Park,259
13286,Utricularia ochroleuca,Great Smoky Mountains National Park,79
14508,Utricularia ochroleuca,Yosemite National Park,152
1290,Uvularia grandiflora,Yellowstone National Park,250
6469,Uvularia grandiflora,Bryce National Park,81
13903,Uvularia grandiflora,Great Smoky Mountains National Park,81
14876,Uvularia grandiflora,Yosemite National Park,131
289,Uvularia perfoliata,Great Smoky Mountains National Park,79
2324,Uvularia perfoliata,Yellowstone National Park,282
7069,Uvularia perfoliata,Bryce National Park,95
8675,Uvularia perfoliata,Yosemite National Park,163
7765,Uvularia puberula,Bryce National Park,81
8957,Uvularia puberula,Great Smoky Mountains National Park,26
10547,Uvularia puberula,Yellowstone National Park,237
12602,Uvularia puberula,Yosemite National Park,124
11946,Uvularia sessilifolia,Yellowstone National Park,287
16441,Uvularia sessilifolia,Bryce National Park,81
16662,Uvularia sessilifolia,Great Smoky Mountains National Park,93
16934,Uvularia sessilifolia,Yosemite National Park,144
1113,Vaccaria hispanica,Yellowstone National Park,245
1731,Vaccaria hispanica,Great Smoky Mountains National Park,69
5781,Vaccaria hispanica,Bryce National Park,141
12449,Vaccaria hispanica,Yosemite National Park,192
2163,Vaccinium angustifolium,Yellowstone National Park,255
6558,Vaccinium angustifolium,Bryce National Park,88
11200,Vaccinium angustifolium,Great Smoky Mountains National Park,39
14297,Vaccinium angustifolium,Yosemite National Park,164
1792,Vaccinium arboreum,Yosemite National Park,127
13144,Vaccinium arboreum,Bryce National Park,118
17204,Vaccinium arboreum,Yellowstone National Park,264
23107,Vaccinium arboreum,Great Smoky Mountains National Park,42
6842,Vaccinium cespitosum,Great Smoky Mountains National Park,87
14365,Vaccinium cespitosum,Bryce National Park,111
16255,Vaccinium cespitosum,Yellowstone National Park,217
16476,Vaccinium cespitosum,Yosemite National Park,172
4456,Vaccinium corymbosum,Great Smoky Mountains National Park,90
7895,Vaccinium corymbosum,Bryce National Park,89
16294,Vaccinium corymbosum,Yellowstone National Park,243
21628,Vaccinium corymbosum,Yosemite National Park,150
1800,Vaccinium erythrocarpum,Yosemite National Park,139
9955,Vaccinium erythrocarpum,Yellowstone National Park,260
10234,Vaccinium erythrocarpum,Bryce National Park,114
23268,Vaccinium erythrocarpum,Great Smoky Mountains National Park,69
4325,Vaccinium fuscatum,Bryce National Park,109
14482,Vaccinium fuscatum,Yellowstone National Park,237
16973,Vaccinium fuscatum,Yosemite National Park,123
19602,Vaccinium fuscatum,Great Smoky Mountains National Park,51
2316,Vaccinium hirsutum,Bryce National Park,90
4326,Vaccinium hirsutum,Great Smoky Mountains National Park,58
9857,Vaccinium hirsutum,Yosemite National Park,125
16683,Vaccinium hirsutum,Yellowstone National Park,213
2271,Vaccinium macrocarpon,Yellowstone National Park,275
7033,Vaccinium macrocarpon,Yosemite National Park,163
12285,Vaccinium macrocarpon,Great Smoky Mountains National Park,99
16240,Vaccinium macrocarpon,Bryce National Park,60
9761,Vaccinium membranaceum,Yosemite National Park,163
10085,Vaccinium membranaceum,Bryce National Park,94
15570,Vaccinium membranaceum,Great Smoky Mountains National Park,73
23027,Vaccinium membranaceum,Yellowstone National Park,245
2044,Vaccinium myrtilloides,Great Smoky Mountains National Park,79
9117,Vaccinium myrtilloides,Yellowstone National Park,256
11527,Vaccinium myrtilloides,Yosemite National Park,155
12632,Vaccinium myrtilloides,Bryce National Park,88
1617,Vaccinium myrtillus var. oreophilum,Great Smoky Mountains National Park,95
12311,Vaccinium myrtillus var. oreophilum,Yosemite National Park,134
18856,Vaccinium myrtillus var. oreophilum,Bryce National Park,78
21951,Vaccinium myrtillus var. oreophilum,Yellowstone National Park,278
1491,Vaccinium pallidum,Bryce National Park,85
6868,Vaccinium pallidum,Yosemite National Park,140
7978,Vaccinium pallidum,Great Smoky Mountains National Park,79
11606,Vaccinium pallidum,Yellowstone National Park,250
140,Vaccinium parvifolium,Yellowstone National Park,253
2479,Vaccinium parvifolium,Yosemite National Park,152
4499,Vaccinium parvifolium,Bryce National Park,75
14626,Vaccinium parvifolium,Great Smoky Mountains National Park,89
10583,Vaccinium scoparium,Yellowstone National Park,229
10974,Vaccinium scoparium,Bryce National Park,119
16753,Vaccinium scoparium,Yosemite National Park,156
18963,Vaccinium scoparium,Great Smoky Mountains National Park,70
5446,Vaccinium stamineum,Great Smoky Mountains National Park,100
8891,Vaccinium stamineum,Yellowstone National Park,294
16030,Vaccinium stamineum,Yosemite National Park,171
19326,Vaccinium stamineum,Bryce National Park,89
10593,Valeriana acutiloba var. pubicarpa,Yellowstone National Park,209
16256,Valeriana acutiloba var. pubicarpa,Great Smoky Mountains National Park,87
